image_name,word_count,line_count,char_count,text_area_ratio,dominant_text_position,avg_text_width,avg_text_height,font_width_std,font_height_std,font_variety_estimation,flesch_score,readability,edge_count,edge_density,mean_edge_orientation,std_edge_orientation,edge_orientation_histogram,contour_count,avg_contour_length,height,width,symmetry_left_right,symmetry_top_bottom,aspect_ratio,balance_left_right,balance_top_bottom,rule_of_thirds_score
158.png,3.0,2.0,16.0,0.748212313084527,top,448.05,190.83,98.95,1.83,Likely varied fonts/styles,34.59,Difficult (College),5292,0.022087548833016127,94.24671701066877,51.54367976913868,"[0.08238851095993953, 0.12906273620559336, 0.07804232804232804, 0.3482615268329554, 0.037226001511715796, 0.04308390022675737, 0.08994708994708994, 0.19198790627362056]",39,221.42019299971753,402,596,0.814,0.678,1.483,0.996,0.807,0.046
159.png,14.0,11.0,30.0,0.8373957811289808,top,108.73,40.55,259.12,34.07,Likely varied fonts/styles,101.98,Very Easy (5th grade),8547,0.04867533828420429,77.11565194476185,70.22857798909664,"[0.38422838422838423, 0.04176904176904177, 0.03884403884403884, 0.07195507195507196, 0.12507312507312507, 0.04165204165204165, 0.0714870714870715, 0.22499122499122498]",33,266.8790142933528,188,934,0.742,0.812,4.968,0.93,0.79,0.059
16.png,1.0,1.0,9.0,0.7018902274566214,top,902.0,127.0,0.0,0.0,Insufficient text,36.62,Difficult (College),7529,0.04230535826665468,94.8625886542467,59.817134407313,"[0.20480807544162571, 0.07318368973303227, 0.07743392216761855, 0.09270819497941293, 0.11369371762518263, 0.08194979412936645, 0.14437508301235225, 0.2118475229114092]",67,208.26784216823862,196,908,0.798,0.56,4.633,0.984,0.552,0.014
160.png,3.0,2.0,16.0,0.6523624401913876,center,286.5,61.0,24.5,1.0,Likely varied fonts/styles,62.79,Standard (8th-9th grade),2436,0.0455293062200957,88.17904948486128,67.17166022700674,"[0.28448275862068967, 0.0603448275862069, 0.05213464696223317, 0.10837438423645321, 0.1174055829228243, 0.05172413793103448, 0.06198686371100164, 0.26354679802955666]",16,166.28471694141626,88,608,0.818,0.872,6.909,0.995,0.915,0.148
161.png,2.0,2.0,13.0,0.852439211207977,top,380.5,130.5,252.5,74.5,Likely varied fonts/styles,-6.69,Very Confusing (College graduate),13373,0.0465594797092165,93.9155305409119,61.082555811946236,"[0.1876916174381216, 0.09362147610857699, 0.08719060794137441, 0.0695431092499813, 0.1285425858072235, 0.08584461227847155, 0.14619008449861662, 0.20137590667763403]",75,255.31263226509094,446,644,0.68,0.584,1.444,0.98,0.975,0.076
162.png,3.0,2.0,12.0,0.4417505650297925,center,146.0,29.0,66.0,1.0,Likely varied fonts/styles,90.99,Very Easy (5th grade),1095,0.056246147524142184,89.38193080939544,57.01787186225484,"[0.17990867579908676, 0.08493150684931507, 0.06575342465753424, 0.13333333333333333, 0.1863013698630137, 0.08036529680365297, 0.12694063926940638, 0.14246575342465753]",11,110.07125745036386,62,314,0.887,0.865,5.065,0.986,0.948,0.139
163.png,7.0,3.0,39.0,0.7440785498489426,top,402.67,67.33,226.99,36.01,Likely varied fonts/styles,78.87,Fairly Easy (7th grade),7994,0.060377643504531724,77.31414503545831,51.41152570306008,"[0.15374030522892168, 0.18801601200900675, 0.0629221916437328, 0.1820115086314736, 0.2094070552914686, 0.045659244433324996, 0.04741055791843883, 0.11083312484363272]",56,213.0842057423932,200,662,0.778,0.753,3.31,0.861,0.993,0.044
164.png,2.0,2.0,8.0,0.5227319651484494,top,256.0,72.67,229.18,61.76,Likely varied fonts/styles,90.99,Very Easy (5th grade),6932,0.03578064995664203,89.73142652043056,60.14173061320916,"[0.19114252740911714, 0.09246970571263705, 0.09117137911136756, 0.1169936526255049, 0.13199653779572995, 0.09319099826889786, 0.10170225043277553, 0.18133294864396998]",32,218.29754109308124,244,794,0.782,0.828,3.254,0.924,0.913,0.069
165.png,5.0,3.0,20.0,0.5269837677035504,center,185.67,55.0,37.04,18.02,Likely varied fonts/styles,83.32,Easy (6th grade),1414,0.022861023087369852,84.17788606633009,61.451753237563906,"[0.2057991513437058, 0.1753889674681754, 0.06577086280056577, 0.08345120226308345, 0.08132956152758133, 0.0685997171145686, 0.18458274398868457, 0.13507779349363508]",12,135.86777795354524,94,658,0.836,0.906,7.0,0.805,0.979,0.125
166.png,1.0,1.0,3.0,0.9652939172944383,center,452.0,114.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),9105,0.04560526526686969,92.10072271019546,53.34126778903632,"[0.12103239978034047, 0.12267984623833059, 0.060955518945634266, 0.16891817682591984, 0.19472817133443163, 0.061504667764964306, 0.13937397034596374, 0.13080724876441516]",94,139.68328171714822,272,734,0.627,0.69,2.699,0.782,0.949,0.041
167.png,6.0,3.0,27.0,0.5215421597633136,center,261.33,54.0,87.55,18.83,Likely varied fonts/styles,49.48,Difficult (College),3177,0.03671643860946745,87.91630451398454,58.7589423583824,"[0.18728360088133458, 0.10890777463015423, 0.08718917217500786, 0.11331444759206799, 0.13503305004721436, 0.0824677368586717, 0.12433112999685238, 0.16147308781869688]",24,150.82416627804437,104,832,0.819,0.941,8.0,0.795,0.986,0.078
168.png,2.0,2.0,4.0,0.4821399478657543,top,191.67,84.67,82.5,6.18,Likely varied fonts/styles,62.79,Standard (8th-9th grade),3798,0.03867302052785924,92.39203611962553,53.89335587535698,"[0.12269615587151132, 0.11611374407582939, 0.05292259083728278, 0.17877830437072142, 0.19378620326487625, 0.055818852027382834, 0.1674565560821485, 0.1124275934702475]",16,317.85630670934916,198,496,0.795,0.796,2.505,0.791,0.994,0.064
169.png,6.0,4.0,26.0,0.5132162076606521,center,207.75,58.0,143.24,19.9,Likely varied fonts/styles,73.85,Fairly Easy (7th grade),4111,0.040667537195314976,77.31562302129825,63.78517869651004,"[0.3106300170274872, 0.0970566772074921, 0.056920457309657016, 0.08270493797129652, 0.10921916808562393, 0.06227195329603503, 0.12721965458525905, 0.15397713451714912]",27,188.12409687925268,108,936,0.842,0.93,8.667,0.752,0.974,0.045
17.png,1.0,1.0,6.0,0.5328231457263716,center,387.5,75.0,64.5,1.0,Likely varied fonts/styles,-6.69,Very Confusing (College graduate),11264,0.09092963931673609,80.4094583849646,46.076527061419505,"[0.14337713068181818, 0.12464488636363637, 0.04563210227272727, 0.1493252840909091, 0.36487926136363635, 0.03648792613636364, 0.06711647727272728, 0.06853693181818182]",2,847.5929269194603,222,558,0.768,0.651,2.514,0.986,0.834,0.085
170.png,1.0,1.0,5.0,0.94,center,884.0,188.0,0.0,0.0,Insufficient text,36.62,Difficult (College),2509,0.014191176470588235,93.19064218540446,59.59181692014995,"[0.22239936229573534, 0.054204862495017936, 0.06018333997608609, 0.1195695496213631, 0.1335193304105221, 0.061777600637704266, 0.1542447190115584, 0.19410123555201275]",8,583.9773317724466,200,884,0.803,0.866,4.42,0.929,0.966,0.016
171.png,1.0,1.0,1.0,0.6562352012628255,center,54.0,52.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),1243,0.04905288082083662,89.19975547565487,55.34409880193365,"[0.16251005631536605, 0.10217216411906678, 0.07803700724054706, 0.1737731295253419, 0.16090104585679807, 0.06436041834271923, 0.09332260659694289, 0.16492357200321803]",7,201.4578835793904,70,362,0.819,0.905,5.171,1.0,0.962,0.132
172.png,2.0,2.0,10.0,0.614455806807816,top,415.0,119.0,201.0,9.0,Likely varied fonts/styles,77.91,Fairly Easy (7th grade),6362,0.038179941427816985,88.71573752731402,59.260398847030984,"[0.2035523420308079, 0.08645080163470607, 0.09761081420936812, 0.1265325369380698, 0.12826155297076391, 0.06523105941527821, 0.1009116629990569, 0.19144922980194906]",70,155.0089475410325,262,636,0.869,0.866,2.427,0.976,0.879,0.117
173.png,12.0,5.0,47.0,0.4589457182049775,center,203.6,46.8,111.08,15.73,Likely varied fonts/styles,74.81,Fairly Easy (7th grade),3500,0.03429355281207133,86.87221318279344,59.37173562820053,"[0.18828571428571428, 0.12742857142857142, 0.10142857142857142, 0.09571428571428571, 0.10857142857142857, 0.09285714285714286, 0.132, 0.15371428571428572]",34,115.30212966834797,126,810,0.867,0.908,6.429,0.97,0.941,0.059
174.png,3.0,2.0,8.0,0.8197281736145712,top,272.0,106.5,158.0,16.5,Likely varied fonts/styles,90.99,Very Easy (5th grade),1171,0.00810358190776726,94.17573366455613,49.8558837508735,"[0.09393680614859094, 0.09052092228864218, 0.11443210930828351, 0.233134073441503, 0.11101622544833475, 0.10589239965841162, 0.10503842869342442, 0.14602903501280956]",9,165.3653827375836,324,446,0.929,0.923,1.377,1.0,0.982,0.032
175.png,,,,,,,,,,,0.0,No readable text detected,5357,0.050306137780782814,76.02269490512325,62.03293168993852,"[0.27758073548627965, 0.17080455478812767, 0.10658950905357477, 0.049467985812955015, 0.04573455292141124, 0.08866903117416465, 0.09146910584282247, 0.16968452492066455]",33,280.6427912097989,174,612,0.754,0.769,3.517,0.998,0.977,0.095
176.png,,,,,,,,,,,0.0,No readable text detected,2764,0.01817655723905724,87.80705641245578,54.5812042244503,"[0.1472503617945007, 0.11432706222865413, 0.12047756874095514, 0.14435600578871202, 0.14073806078147613, 0.09081041968162083, 0.10274963820549927, 0.13929088277858176]",34,128.01138807745542,176,864,0.899,0.901,4.909,0.877,0.866,0.023
177.png,1.0,1.0,3.0,0.6980360243055556,top,118.0,49.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),7562,0.041026475694444446,84.96991693161371,63.571285661590665,"[0.25443004496165034, 0.09322930441682095, 0.10380851626553822, 0.08159217138323195, 0.07722824649563607, 0.1011637133033589, 0.0995768315260513, 0.18897117164771224]",76,175.3391411382901,240,768,0.818,0.866,3.2,0.999,0.952,0.091
178.png,5.0,3.0,25.0,0.44245508614875223,center,204.67,45.67,70.62,14.01,Likely varied fonts/styles,49.48,Difficult (College),3439,0.05271629161812496,90.71614706435986,60.014743815646874,"[0.19278860133759815, 0.09072404768828148, 0.07124164001163129, 0.13027042744984008, 0.1395754579819715, 0.07269555103227683, 0.10875254434428613, 0.19395173015411457]",37,108.49590620801256,94,694,0.773,0.857,7.383,0.99,0.992,0.137
179.png,,,,,,,,,,,0.0,No readable text detected,5232,0.04259198957994139,99.076726098605,60.1010983394992,"[0.19342507645259938, 0.05619266055045872, 0.04357798165137615, 0.10244648318042814, 0.1305428134556575, 0.09957951070336392, 0.1712538226299694, 0.2029816513761468]",41,204.95542064527186,166,740,0.921,0.891,4.458,0.944,0.961,0.018
18.png,1.0,1.0,9.0,0.8490109084988603,top,656.0,110.0,0.0,0.0,Insufficient text,36.62,Difficult (College),4948,0.05035004884402475,88.6247764927873,61.94639684791088,"[0.22756669361358126, 0.07599029911075182, 0.07902182700080841, 0.11156022635408246, 0.1099434114793856, 0.09902991107518189, 0.11742118027485852, 0.17946645109135004]",42,139.48896357559022,148,664,0.818,0.815,4.486,0.869,0.85,0.045
180.png,5.0,1.0,9.0,0.38178350515463916,center,175.0,26.0,11.0,0.0,Likely uniform font,114.12,Very Easy (5th grade),3033,0.0312680412371134,94.5746002253953,63.00836566241082,"[0.20211012199142764, 0.11440817672271678, 0.07352456313880647, 0.06396307286515002, 0.06396307286515002, 0.09561490273656446, 0.16848005275304978, 0.21793603692713484]",67,56.345409973343806,194,500,0.909,0.878,2.577,0.871,0.807,0.088
181.png,7.0,2.0,30.0,0.7163837497615869,top,313.0,42.0,225.0,14.0,Likely varied fonts/styles,54.7,Fairly Difficult (10th-12th grade),8859,0.06034576714530939,75.13510841839197,48.83164955843326,"[0.14888813635850548, 0.18173608759453663, 0.09786657636302065, 0.1738345185686872, 0.19776498476125973, 0.07269443503781466, 0.04447454565978101, 0.08274071565639463]",81,178.15422891687464,214,686,0.778,0.648,3.206,0.943,0.711,0.096
182.png,3.0,3.0,11.0,0.49808429118773945,top,86.67,28.0,14.27,0.0,Likely uniform font,90.99,Very Easy (5th grade),1027,0.07026546250684182,93.04142859015593,56.57422392875915,"[0.15481986368062317, 0.0866601752677702, 0.07497565725413827, 0.13924050632911392, 0.16845180136319376, 0.08568646543330087, 0.13534566699123662, 0.15481986368062317]",11,104.91417355970903,126,116,0.866,0.874,0.921,0.955,0.959,0.0
183.png,2.0,2.0,19.0,0.6635123783169442,top,477.0,90.0,204.0,48.0,Likely varied fonts/styles,-6.69,Very Confusing (College graduate),7539,0.04656693185748876,81.85101685210542,64.13908515384692,"[0.3143653004377238, 0.037272847857806074, 0.024671707122960605, 0.11845072290754742, 0.20281204403767078, 0.02891630189680329, 0.06274041650086218, 0.2107706592386258]",35,326.68372792175836,236,686,0.727,0.618,2.907,0.958,0.686,0.082
184.png,1.0,1.0,6.0,0.9649859943977591,center,689.0,234.0,0.0,0.0,Insufficient text,36.62,Difficult (College),5003,0.02994445641504465,85.5803807386336,72.91281278846277,"[0.36837897261643016, 0.034779132520487706, 0.03118129122526484, 0.08634819108534879, 0.08434939036578053, 0.03078153108135119, 0.035978412952228665, 0.3282030781531081]",8,951.9231388866901,238,702,0.815,0.897,2.95,0.959,0.982,0.045
185.png,4.0,2.0,35.0,0.5980392156862745,top,396.5,36.0,57.5,0.0,Likely varied fonts/styles,-51.02,Very Confusing (College graduate),2739,0.057378079436902964,96.48722262268839,59.99671340659693,"[0.18400876232201532, 0.09492515516611902, 0.0850675428988682, 0.06389193136181089, 0.06936838262139466, 0.12230741146403797, 0.19751734209565536, 0.1829134720700986]",45,98.53756353590224,102,468,0.853,0.893,4.588,0.91,0.989,0.205
186.png,2.0,1.0,5.0,0.4157236591860023,bottom,157.0,72.0,0.0,0.0,Insufficient text,77.91,Fairly Easy (7th grade),3465,0.04118723849372385,93.55126956944902,50.645736640135446,"[0.12236652236652237, 0.09350649350649351, 0.09321789321789321, 0.12121212121212122, 0.18124098124098123, 0.13795093795093796, 0.13737373737373737, 0.11313131313131314]",27,194.40964503641482,176,478,0.828,0.756,2.716,0.924,0.799,0.104
187.png,0.0,0.0,0.0,0.929768817204301,top,746.0,122.0,0.0,0.0,Insufficient text,102.05,Very Easy (5th grade),6552,0.035225806451612905,92.00415337987212,61.3651515037574,"[0.20222832722832723, 0.08165445665445666, 0.07326007326007326, 0.11538461538461539, 0.11660561660561661, 0.0873015873015873, 0.13766788766788768, 0.1858974358974359]",62,161.5331564026494,248,750,0.772,0.772,3.024,0.96,0.974,0.075
188.png,,,,,,,,,,,0.0,No readable text detected,2815,0.038116774088717977,93.12059661417958,67.58839149182889,"[0.2536412078152753, 0.09378330373001777, 0.0586145648312611, 0.06394316163410302, 0.07175843694493783, 0.0714031971580817, 0.10657193605683836, 0.2802841918294849]",26,124.03925163012285,74,998,0.881,0.911,13.486,0.978,0.969,0.146
189.png,,,,,,,,,,,0.0,No readable text detected,1138,0.01383149399581895,87.34242431150494,67.69730789300695,"[0.2688927943760984, 0.11775043936731107, 0.04130052724077329, 0.09578207381370826, 0.09666080843585237, 0.048330404217926184, 0.05360281195079086, 0.27768014059753954]",12,176.37818548083305,134,614,0.914,0.928,4.582,0.92,0.939,0.141
19.png,2.0,1.0,15.0,0.8988857278330963,bottom,896.0,98.0,0.0,0.0,Insufficient text,-48.99,Very Confusing (College graduate),10190,0.07549490279753437,92.54614897525629,59.06408064890108,"[0.18361138370951913, 0.09057899901864573, 0.044847890088321886, 0.1718351324828263, 0.14484789008832188, 0.04278704612365064, 0.13130520117762512, 0.1901864573110893]",150,113.58375739336014,148,912,0.745,0.664,6.162,0.983,0.818,0.105
190.png,9.0,4.0,59.0,0.6013273667912843,center,377.25,40.75,110.02,5.45,Likely varied fonts/styles,37.9,Difficult (College),5678,0.05360447113024432,85.47409743162243,56.300492069142116,"[0.1852765058119056, 0.11641423036280381, 0.0783726664318422, 0.11148291651990137, 0.15427967594223319, 0.0956322648820007, 0.15357520253610427, 0.10496653751320888]",53,126.28776081103199,182,582,0.85,0.792,3.198,0.782,0.458,0.048
191.png,5.0,4.0,32.0,0.838675891830489,top,363.39,94.21,192.21,41.55,Likely varied fonts/styles,15.64,Very Confusing (College graduate),8683,0.0483161948005698,91.82320897416821,61.333733240494496,"[0.201888748128527, 0.0937464010134746, 0.07716227110445699, 0.11413106069330876, 0.10031095243579408, 0.08257514683865023, 0.12852700679488657, 0.20165841299090176]",48,240.53153401613235,312,576,0.721,0.773,1.846,0.974,0.927,0.058
192.png,6.0,3.0,38.0,0.5631578947368421,center,196.0,28.0,75.95,2.83,Likely varied fonts/styles,3.34,Very Confusing (College graduate),3047,0.10280026990553306,88.95298588059835,58.962167417337696,"[0.1798490318345914, 0.1506399737446669, 0.09878569084345258, 0.07548408270429931, 0.07285854939284542, 0.10403675746636036, 0.15950114867082377, 0.1588447653429603]",41,98.42742140700177,78,380,0.788,0.798,4.872,0.77,0.944,0.285
193.png,,,,,,,,,,,0.0,No readable text detected,1151,0.12141350210970464,84.61860986204611,49.63188602559889,"[0.10599478714161599, 0.15117289313640314, 0.17636837532580366, 0.12250217202432667, 0.1268462206776716, 0.12510860121633363, 0.09035621198957429, 0.10165073848827107]",12,146.29646327098212,60,158,0.878,0.809,2.633,0.987,0.895,0.375
194.png,1.0,1.0,7.0,0.4312736443883985,center,114.0,24.0,0.0,0.0,Insufficient text,36.62,Difficult (College),867,0.13666456494325346,89.69632837560323,48.423041491457575,"[0.09688581314878893, 0.11303344867358708, 0.14071510957324107, 0.16608996539792387, 0.12802768166089964, 0.13264129181084197, 0.13379469434832755, 0.08881199538638986]",16,78.64455191791058,52,122,0.811,0.802,2.346,0.977,0.871,0.219
195.png,3.0,3.0,12.0,0.7605438106634757,top,439.33,150.67,183.7,46.31,Likely varied fonts/styles,90.99,Very Easy (5th grade),7736,0.025714665602978328,89.96053282653193,60.011176191441024,"[0.203205791106515, 0.09798345398138573, 0.08221302998965874, 0.1155635987590486, 0.10845398138572906, 0.08983971044467425, 0.10961737331954498, 0.19312306101344365]",42,288.57827036721363,460,654,0.847,0.763,1.422,0.934,0.767,0.108
196.png,2.0,1.0,14.0,0.7215053763440861,center,366.0,44.0,0.0,0.0,Insufficient text,-48.99,Very Confusing (College graduate),1582,0.07087813620071684,85.75578382946367,61.21087797638656,"[0.213653603034134, 0.12579013906447534, 0.09102402022756005, 0.07458912768647281, 0.07711757269279393, 0.14222503160556257, 0.13780025284450062, 0.13780025284450062]",17,105.15940015456256,60,372,0.801,0.909,6.2,0.958,0.989,0.132
197.png,4.0,1.0,24.0,0.6948,center,386.0,36.0,0.0,0.0,Insufficient text,33.58,Difficult (College),2001,0.10005,86.88854429359671,58.49802487993136,"[0.18640679660169915, 0.1359320339830085, 0.07846076961519241, 0.095952023988006, 0.12043978010994502, 0.11744127936031984, 0.127936031984008, 0.1374312843578211]",21,116.39454669044132,50,400,0.807,0.885,8.0,0.969,0.947,0.312
198.png,2.0,1.0,12.0,1.0674309229864785,top,688.0,157.0,392.0,95.0,Likely varied fonts/styles,-78.21,Very Confusing (College graduate),8261,0.03035346854791299,76.92544843793814,61.15506850598619,"[0.2960900617358673, 0.06100956300689989, 0.05374651979179276, 0.12904006778840335, 0.193560101682605, 0.05749909211959811, 0.054472824113303474, 0.15458176976153007]",32,329.6490315012634,252,1080,0.726,0.649,4.286,0.832,0.765,0.01
199.png,3.0,1.0,24.0,0.5925229741019215,top,500.0,33.0,174.0,3.0,Likely varied fonts/styles,28.5,Very Confusing (College graduate),4016,0.06989696463380674,89.0682632145569,62.56225618025916,"[0.22061752988047809, 0.10831673306772908, 0.08590637450199202, 0.08391434262948207, 0.08964143426294821, 0.08491035856573705, 0.1277390438247012, 0.19895418326693226]",60,82.48317045172055,84,684,0.906,0.893,8.143,0.967,0.913,0.305
2.png,5.0,3.0,19.0,0.7551020408163265,top,102.67,24.67,40.08,3.4,Likely varied fonts/styles,83.32,Easy (6th grade),1394,0.131708238851096,89.46345790711133,56.3493681134555,"[0.15423242467718795, 0.13773314203730272, 0.11477761836441894, 0.1054519368723099, 0.0824964131994261, 0.11979913916786226, 0.13701578192252512, 0.148493543758967]",15,95.5656268119812,72,147,0.861,0.837,2.042,0.981,1.0,0.174
20.png,,,,,,,,,,,0.0,No readable text detected,5229,0.03285786100289054,95.08776532657829,71.66407001749104,"[0.29795371964046663, 0.047619047619047616, 0.028877414419583095, 0.07783515012430675, 0.08701472556894244, 0.04628035953337158, 0.08108624976094855, 0.3333333333333333]",18,265.95866950352985,218,730,0.783,0.867,3.349,0.98,0.98,0.0
200.png,2.0,2.0,6.0,0.6288385493164614,center,73.0,46.0,1.0,2.0,Likely uniform font,120.21,Very Easy (5th grade),11308,0.06387978759462208,88.78106183624355,67.19599121736991,"[0.29474708171206226, 0.03687654757693668, 0.035373187124159884, 0.10859568447117085, 0.14706402546869474, 0.05871949062610541, 0.05456314113901663, 0.2640608418818536]",72,214.27740708986917,334,530,0.756,0.634,1.587,0.996,0.839,0.082
201.png,6.0,2.0,40.0,0.41635914218075476,center,388.5,62.5,241.5,1.5,Likely varied fonts/styles,31.55,Difficult (College),4750,0.0413417351343824,90.43208719605794,55.01157838974596,"[0.15221052631578946, 0.10105263157894737, 0.10589473684210526, 0.12252631578947368, 0.12442105263157895, 0.12863157894736843, 0.1431578947368421, 0.12210526315789473]",52,100.72462869378236,172,668,0.863,0.847,3.884,0.887,0.877,0.0
202.png,2.0,2.0,12.0,0.7794631366059938,top,225.0,108.0,109.0,84.0,Likely varied fonts/styles,77.91,Fairly Easy (7th grade),7003,0.0402360268431697,61.409772702357394,69.48715659958495,"[0.4993574182493217, 0.038269313151506494, 0.037698129373125805, 0.059260317006997, 0.09724403826931315, 0.051406540054262456, 0.04326717121233757, 0.1734970726831358]",24,277.99125398198765,392,444,0.589,0.671,1.133,0.97,0.959,0.06
203.png,4.0,2.0,12.0,0.5019230769230769,top,136.0,42.0,20.0,12.0,Likely varied fonts/styles,97.03,Very Easy (5th grade),1256,0.021565934065934066,86.83626904045286,54.660176862066386,"[0.17197452229299362, 0.09713375796178345, 0.1035031847133758, 0.12022292993630573, 0.15764331210191082, 0.10748407643312102, 0.12738853503184713, 0.11464968152866242]",11,112.34730994701385,130,448,0.804,0.847,3.446,0.853,0.873,0.059
204.png,6.0,1.0,11.0,0.6201013513513514,center,342.0,45.0,0.0,0.0,Insufficient text,116.15,Very Easy (5th grade),1874,0.03517267267267267,88.90305980751357,59.05723434800374,"[0.21718249733191036, 0.07737459978655283, 0.06990394877267876, 0.11472785485592316, 0.14354322305229456, 0.09071504802561366, 0.12379935965848453, 0.16275346851654215]",13,192.18939275924976,72,740,0.887,0.932,10.278,0.954,0.951,0.042
205.png,5.0,2.0,31.0,0.5261452414772727,bottom,189.0,26.0,73.0,2.0,Likely varied fonts/styles,49.48,Difficult (College),8578,0.09519264914772728,83.04342549090079,54.937264172607044,"[0.1943343436698531, 0.0897645138726976, 0.062252273257169505, 0.1365120074609466, 0.26124970855677315, 0.06400093261832596, 0.05653998601072511, 0.13534623455350897]",65,67.39450625456297,256,352,0.841,0.686,1.375,0.989,0.869,0.138
206.png,6.0,3.0,35.0,1.029671842035865,top,584.0,143.33,13.49,54.65,Likely varied fonts/styles,45.65,Difficult (College),18112,0.07463080168776372,83.86973952295466,61.58952618718136,"[0.22625883392226148, 0.139023851590106, 0.09733878091872791, 0.08314929328621908, 0.0844743816254417, 0.0842535335689046, 0.09612411660777385, 0.18937720848056538]",75,249.6604645474752,384,632,0.822,0.79,1.646,0.997,0.967,0.108
207.png,1.0,1.0,8.0,0.875797605391454,top,198.0,30.0,0.0,0.0,Insufficient text,36.62,Difficult (College),8475,0.0759517493547462,85.80039172536507,48.34705844749405,"[0.1590560471976401, 0.046371681415929206, 0.05557522123893805, 0.22513274336283187, 0.2815339233038348, 0.06041297935103245, 0.08519174041297935, 0.08672566371681416]",48,301.1411949470639,176,634,0.823,0.708,3.602,0.982,0.924,0.092
208.png,1.0,1.0,4.0,1.0223214285714286,top,356.0,127.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),4692,0.058838282504012844,81.43148099830883,67.56595391429067,"[0.3407928388746803, 0.07139812446717818, 0.04688832054560955, 0.06820119352088662, 0.09633418584825235, 0.06244671781756181, 0.07821824381926684, 0.23572037510656438]",20,307.676719224453,224,356,0.844,0.85,1.589,0.999,0.987,0.061
209.png,,,,,,,,,,,0.0,No readable text detected,6086,0.03636646111190783,93.61671830696464,69.31369400246838,"[0.27768649359185016, 0.06293131777850805, 0.04485704896483733, 0.07459743674005916, 0.08659217877094973, 0.06325994084784752, 0.09119290174170226, 0.2988826815642458]",23,239.39559808503026,228,734,0.755,0.867,3.219,0.86,0.969,0.011
21.png,2.0,1.0,10.0,0.9153135943966889,center,690.0,150.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),4393,0.03884997700661502,53.192070913333666,53.86762118354362,"[0.5199180514454814, 0.05964033689961302, 0.04165718188026406, 0.09879353516958798, 0.12406100614614159, 0.04393353061689051, 0.04165718188026406, 0.07033917596175734]",13,450.30920522029584,162,698,0.673,0.729,4.309,0.927,0.956,0.065
210.png,,,,,,,,,,,0.0,No readable text detected,4986,0.08454286489419424,86.51960436868971,69.24404089647628,"[0.29141596470116327, 0.09626955475330927, 0.07681508223024469, 0.05595667870036101, 0.057360609707180106, 0.07119935820296831, 0.09566787003610108, 0.2553148816686723]",49,109.17572455990071,76,776,0.761,0.874,10.211,0.863,0.927,0.201
211.png,3.0,3.0,13.0,0.7998458858214956,top,91.33,34.67,45.88,1.89,Likely varied fonts/styles,90.99,Very Easy (5th grade),6967,0.02334159742696328,88.69736715886127,57.75210452491,"[0.18889048370891345, 0.10994689249318214, 0.08683795033730443, 0.12587914453853882, 0.11884598823022823, 0.08023539543562509, 0.1138223051528635, 0.17554184010334434]",27,342.2130405417195,520,574,0.923,0.896,1.104,0.996,0.91,0.026
212.png,4.0,4.0,15.0,0.8070221974033226,bottom,374.5,118.0,260.32,53.42,Likely varied fonts/styles,118.18,Very Easy (5th grade),10602,0.037002652519893896,89.67862153668634,60.35271190130897,"[0.22071307300509338, 0.08073948311639313, 0.059894359554800984, 0.13478588945481984, 0.15119788719109603, 0.04536879833993586, 0.09036030937558952, 0.21694019996227126]",72,276.8481454749902,380,754,0.798,0.809,1.984,0.931,0.989,0.15
213.png,,,,,,,,,,,0.0,No readable text detected,1363,0.02253637566137566,88.25988633206333,73.14904135881005,"[0.3360234776228907, 0.03374908290535583, 0.0880410858400587, 0.04402054292002935, 0.05942773294203962, 0.08217168011738811, 0.0425531914893617, 0.31401320616287604]",6,263.2184570829074,108,560,0.914,0.953,5.185,0.971,0.984,0.12
214.png,5.0,3.0,34.0,0.8683345078693916,top,420.0,68.67,46.73,17.61,Likely varied fonts/styles,49.48,Difficult (College),10382,0.10161694464020045,93.05559179878549,54.54869382303075,"[0.14823733384704296, 0.08880755153149682, 0.10132922365632827, 0.10749373916393759, 0.13523405894817955, 0.1494895010595261, 0.1382199961471778, 0.1311885956463109]",106,137.5504590104211,198,516,0.803,0.791,2.606,0.973,0.969,0.14
215.png,,,,,,,,,,,0.0,No readable text detected,12488,0.05039385330578512,88.09780944897527,54.71751832244933,"[0.17753042921204357, 0.07439141575912876, 0.06590326713645099, 0.13308776425368354, 0.24311338885329917, 0.06974695707879565, 0.10522101217168482, 0.13100576553491353]",144,151.7657028734684,256,968,0.76,0.703,3.781,0.972,0.904,0.113
216.png,,,,,,,,,,,0.0,No readable text detected,9745,0.0454269998135372,54.891164567352625,48.37692918489263,"[0.480143663417137, 0.07696254489481785, 0.03950743971267317, 0.10969728065674705, 0.18009235505387378, 0.025756798358132375, 0.037865572088250386, 0.0499743458183684]",54,255.16192733358454,310,692,0.838,0.836,2.232,0.943,0.965,0.036
